
1445967228.9567	rat 1724 has died of old age at point:18 291
1445967228.9574	rat 1822 has died of old age at point:13 225
1445967228.9582	crab 1972 has died of old age at point:24 153
1445967228.959	crab 11074 has died of old age at point:36 222
1445967228.9598	skeleton 11834 has died of old age at point:48 271
1445967228.9607	bat 12081 has died of old age at point:48 211
1445967228.9612	skeleton 12236 has died of old age at point:35 226
1445967228.9619	skeleton 12237 has died of old age at point:51 271
1445967254.9501	rat 1021 has died of old age at point:17 207
1445967254.9509	crab 11071 has died of old age at point:15 213
1445967254.9519	bat 12081 has died of old age at point:47 213
1445967254.9523	skeleton 12232 has died of old age at point:40 215
1445967280.9496	rat 1021 has died of old age at point:18 213
1445967306.9496	rat 1021 has died of old age at point:22 210
1445969723.6488	rat 1020 has been spawned at point: 22 212
1445969723.6495	rat 1021 has been spawned at point: 11 214
1445969723.6499	rat 1022 has been spawned at point: 17 212
1445969723.6503	rat 1023 has been spawned at point: 19 207
1445969723.6508	rat 1024 has been spawned at point: 19 213
1445969723.6512	rat 1025 has been spawned at point: 12 211
1445969723.6516	rat 1026 has been spawned at point: 17 207
1445969723.6521	bat 1180 has been spawned at point: 43 213
1445969723.6526	bat 1181 has been spawned at point: 47 206
1445969723.6531	bat 1182 has been spawned at point: 42 214
1445969723.6535	bat 1183 has been spawned at point: 42 209
1445969723.654	bat 1184 has been spawned at point: 42 206
1445969723.6545	bat 1185 has been spawned at point: 44 208
1445969723.655	bat 1280 has been spawned at point: 35 219
1445969723.6554	bat 1281 has been spawned at point: 41 221
1445969723.6559	bat 1282 has been spawned at point: 38 227
1445969723.6563	bat 1283 has been spawned at point: 47 219
1445969723.6568	bat 1284 has been spawned at point: 45 224
1445969723.6572	bat 1285 has been spawned at point: 36 228
1445969723.6577	bat 1380 has been spawned at point: 6 228
1445969723.658	bat 1381 has been spawned at point: 8 227
1445969723.6584	bat 1382 has been spawned at point: 11 223
1445969723.6588	bat 1383 has been spawned at point: 22 224
1445969723.6592	bat 1384 has been spawned at point: 20 228
1445969723.6596	bat 1385 has been spawned at point: 6 224
1445969723.6601	goblin 1540 has been spawned at point: 48 275
1445969723.6605	goblin 1541 has been spawned at point: 55 275
1445969723.6609	goblin 1542 has been spawned at point: 49 274
1445969723.6613	goblin 1543 has been spawned at point: 52 273
1445969723.6617	goblin 1544 has been spawned at point: 50 274
1445969723.6621	goblin 1545 has been spawned at point: 51 274
1445969723.6626	goblin 1546 has been spawned at point: 49 272
1445969723.663	goblin 1547 has been spawned at point: 51 275
1445969723.6634	goblin 1548 has been spawned at point: 49 274
1445969723.6639	goblin 1549 has been spawned at point: 54 272
1445969723.6643	goblin 15410 has been spawned at point: 55 276
1445969723.6647	goblin 15411 has been spawned at point: 55 270
1445969723.6651	goblin 15412 has been spawned at point: 49 274
1445969723.6655	goblin 15413 has been spawned at point: 51 276
1445969723.666	goblin 15414 has been spawned at point: 51 274
1445969723.6664	goblin 1640 has been spawned at point: 55 262
1445969723.6668	goblin 1641 has been spawned at point: 54 261
1445969723.6673	goblin 1642 has been spawned at point: 56 261
1445969723.6677	goblin 1643 has been spawned at point: 51 258
