1445969970,Player,Lazarus,829,has,killed,rat,1122,at,point:,43,216,,
1445969973,Player,Lazarus,829,is,at,point:,42,217,,,,,
1445969976,Player,Zero,856,is,at,point:,17,241,,,,,
1445969977,Player,chenzo,842,is,at,point:,40,204,,,,,
1445969978,Player,Lazarus,829,is,at,point:,40,229,,,,,
1445969983,Player,Zero,856,is,at,point:,25,253,,,,,
1445969983,Player,BOB,879,is,at,point:,29,240,,,,,
1445969983,Player,Lazarus,829,is,at,point:,47,241,,,,,
1445969984,Player,Zero,856,is,at,point:,29,252,,,,,
1445969985,Player,Zero,856,is,at,point:,29,252,,,,,
1445969987,Player,Lazarus,829,has,attacked,a,"mob,",player,hp:80,,,,
1445969988,Player,BOB,879,has,attacked,a,"mob,",player,hp:80,,,,
1445969988,Player,Rherac,905,is,at,point:,35,229,,,,,
1445969988,Player,Lazarus,829,has,attacked,a,"mob,",player,hp:78,,,,
1445969988,Player,Lazarus,829,has,killed,rat,12021,at,point:,46,247,,
1445969988,Player,BOB,879,has,attacked,a,"mob,",player,hp:73,,,,
1445969988,Player,BOB,879,has,killed,rat,11921,at,point:,33,234,,
1445969990,Player,BOB,879,has,attacked,a,"mob,",player,hp:80,,,,
1445969991,Player,BOB,879,has,attacked,a,"mob,",player,hp:73,,,,
1445969992,Player,BOB,879,has,attacked,a,"mob,",player,hp:71,,,,
1445969992,Player,BOB,879,has,killed,rat,11920,at,point:,35,236,,
1445969995,Player,Lazarus,829,has,left,the,game,at,point:,127,299,,
1445969997,Player,Zero,856,has,left,the,game,at,point:,127,299,,
1445969997,Player,chenzo,842,is,at,point:,46,205,,,,,
1445969998,Player,Nicey,813,has,attacked,a,"mob,",player,hp:80,,,,
1445969999,Player,Nicey,813,has,attacked,a,"mob,",player,hp:72,,,,
1445970000,Player,Nicey,813,has,attacked,a,"mob,",player,hp:71,,,,
1445970000,Player,chenzo,842,has,left,the,game,at,point:,154,143,,
1445970000,Player,B77W,has,logged,in,and,is,assigned,the,id,957,point:20,210
1445970001,Player,Nicey,813,has,attacked,a,"mob,",player,hp:68,,,,
1445970001,Player,Nicey,813,has,attacked,a,"mob,",player,hp:61,,,,
1445970002,Player,Nicey,813,has,attacked,a,"mob,",player,hp:59,,,,
1445970002,Player,Nicey,813,has,killed,rat,1320,at,point:,14,223,,
1445970004,Player,Zero,856,has,left,the,game,at,point:,38,245,,
1445970004,Player,Nicey,813,has,attacked,a,"mob,",player,hp:62,,,,
1445970005,Player,Nicey,813,has,attacked,a,"mob,",player,hp:56,,,,
1445970006,Player,Nicey,813,has,attacked,a,"mob,",player,hp:50,,,,
1445970006,Player,Zero,856,is,at,point:,38,253,,,,,
1445970007,Player,Nicey,813,has,attacked,a,"mob,",player,hp:42,,,,
1445970007,Player,BOB,879,is,at,point:,31,241,,,,,
1445970007,Player,Nicey,813,has,attacked,a,"mob,",player,hp:37,,,,
1445970008,Player,Nicey,813,has,attacked,a,"mob,",player,hp:29,,,,
1445970008,Player,Nicey,813,has,killed,rat,1321,at,point:,15,224,,
1445970009,Player,Zero,856,is,at,point:,38,265,,,,,
1445970009,Player,BOB,879,is,at,point:,31,253,,,,,
1445970010,Player,Zero,856,is,at,point:,46,264,,,,,
1445970012,Player,Zero,856,is,at,point:,45,265,,,,,
1445970013,Player,Rherac,905,is,at,point:,35,228,,,,,
1445970013,Player,Zero,856,is,at,point:,44,264,,,,,
1445970014,Player,Zammi,has,logged,in,and,is,assigned,the,id,1001,point:41,236
1445970014,Player,chenzo,842,has,left,the,game,at,point:,51,205,,
1445970015,Player,Zero,856,has,attacked,a,"mob,",player,hp:72,,,,
1445970015,Player,Nicey,813,is,at,point:,18,216,,,,,
1445970015,Player,BOB,879,is,at,point:,52,265,,,,,
1445970016,Player,Zero,856,has,attacked,a,"mob,",player,hp:66,,,,
1445970017,Player,Zero,856,has,attacked,a,"mob,",player,hp:63,,,,
1445970017,Player,Zammi,1001,is,at,point:,37,228,,,,,
1445970017,Player,B77W,957,is,at,point:,20,204,,,,,
1445970017,Player,BOB,879,has,attacked,a,"mob,",player,hp:80,,,,
1445970017,Player,Zero,856,has,attacked,a,"mob,",player,hp:57,,,,
1445970017,Player,Zero,856,has,killed,crab,11070,at,point:,43,264,,
1445970018,Player,Zero,856,is,at,point:,44,264,,,,,
1445970018,Player,BOB,879,has,attacked,a,"mob,",player,hp:76,,,,
1445970019,Player,BOB,879,has,attacked,a,"mob,",player,hp:72,,,,
1445970019,Player,Nicey,813,has,attacked,a,"mob,",player,hp:80,,,,
1445970020,Player,BOB,879,has,attacked,a,"mob,",player,hp:70,,,,
1445970020,Player,chenzo,842,is,at,point:,57,211,,,,,
1445970020,Player,Nicey,813,has,attacked,a,"mob,",player,hp:72,,,,
1445970020,Player,BOB,879,has,attacked,a,"mob,",player,hp:65,,,,
1445970020,Player,Zero,856,has,attacked,a,"mob,",player,hp:80,,,,
1445970021,Player,Brarro,has,logged,in,and,is,assigned,the,id,1029,point:43,232
1445970021,Player,Nicey,813,has,attacked,a,"mob,",player,hp:67,,,,
1445970021,Player,BOB,879,has,attacked,a,"mob,",player,hp:57,,,,
1445970021,Player,BOB,879,has,killed,crab,11071,at,point:,55,268,,
1445970021,Player,Zero,856,has,attacked,a,"mob,",player,hp:80,,,,
1445970022,Player,Nicey,813,has,attacked,a,"mob,",player,hp:63,,,,
1445970022,Player,Zammi,1001,has,attacked,a,"mob,",player,hp:80,,,,
1445970023,Player,Nicey,813,has,attacked,a,"mob,",player,hp:61,,,,
1445970023,Player,Nicey,813,has,killed,rat,1020,at,point:,13,212,,
1445970023,Player,Zammi,1001,has,attacked,a,"mob,",player,hp:73,,,,
1445970023,Player,Zammi,1001,has,killed,rat,1221,at,point:,41,219,,
1445970023,Player,Zero,856,has,attacked,a,"mob,",player,hp:80,,,,
1445970024,Player,Zero,856,has,attacked,a,"mob,",player,hp:78,,,,
1445970025,Player,Zero,856,has,attacked,a,"mob,",player,hp:75,,,,
1445970025,Player,Zero,856,has,attacked,a,"mob,",player,hp:70,,,,
1445970026,Player,Zammi,1001,is,at,point:,51,216,,,,,
1445970026,Player,Zero,856,has,attacked,a,"mob,",player,hp:67,,,,
1445970027,Player,Lomad,has,logged,in,and,is,assigned,the,id,1052,point:42,209
1445970027,Player,Zero,856,has,attacked,a,"mob,",player,hp:66,,,,
1445970027,Player,Zero,856,has,killed,crab,11072,at,point:,52,273,,
1445970031,Player,chenzo,842,has,left,the,game,at,point:,155,311,,
1445970032,Player,Zammi,1001,is,at,point:,41,204,,,,,
1445970033,Player,chenzo,842,has,attacked,a,"mob,",player,hp:80,,,,
1445970034,Player,chenzo,842,has,attacked,a,"mob,",player,hp:73,,,,
1445970034,Player,chenzo,842,has,killed,rat,72185,at,point:,154,308,,
1445970035,Player,Zero,856,is,at,point:,36,264,,,,,
1445970035,Player,chenzo,842,has,attacked,a,"mob,",player,hp:76,,,,
1445970036,Player,Nicey,813,is,at,point:,23,204,,,,,
1445970036,Player,chenzo,842,has,attacked,a,"mob,",player,hp:74,,,,
1445970037,Player,chenzo,842,has,attacked,a,"mob,",player,hp:71,,,,
1445970037,Player,chenzo,842,has,killed,rat,72186,at,point:,157,308,,
1445970037,Player,Zaomond,has,logged,in,and,is,assigned,the,id,1070,point:42,211
1445970038,Player,Zammi,1001,is,at,point:,28,200,,,,,
1445970038,Player,Rherac,905,is,at,point:,35,229,,,,,
1445970041,Player,Zero,856,is,at,point:,51,265,,,,,
1445970043,Player,BOB,879,is,at,point:,43,277,,,,,
1445970043,Player,Zaomond,1070,is,at,point:,42,204,,,,,
1445970044,Player,chenzo,842,has,left,the,game,at,point:,80,211,,
1445970045,Player,Zero,856,is,at,point:,39,264,,,,,
1445970045,Player,Zaomond,1070,is,at,point:,43,205,,,,,
1445970045,Player,BOB,879,has,attacked,a,"mob,",player,hp:80,,,,
1445970046,Player,B77W,957,is,at,point:,5,192,,,,,
1445970046,Player,BOB,879,has,attacked,a,"mob,",player,hp:73,,,,
1445970046,Player,Zammi,1001,is,at,point:,6,192,,,,,
1445970047,Player,BOB,879,has,attacked,a,"mob,",player,hp:73,,,,
1445970047,Player,Lazarus,has,logged,in,and,is,assigned,the,id,1092,point:16,210
1445970048,Player,BOB,879,has,attacked,a,"mob,",player,hp:69,,,,
1445970048,Player,chenzo,842,is,at,point:,72,204,,,,,
1445970048,Player,Zero,856,is,at,point:,28,254,,,,,
1445970049,Player,BOB,879,has,attacked,a,"mob,",player,hp:65,,,,
1445970049,Player,Zammi,1001,is,at,point:,9,180,,,,,
1445970049,Player,BOB,879,has,attacked,a,"mob,",player,hp:65,,,,
1445970050,Player,Nicey,813,is,at,point:,6,192,,,,,
1445970050,Player,BOB,879,has,attacked,a,"mob,",player,hp:57,,,,
1445970050,Player,BOB,879,has,killed,crab,11170,at,point:,44,279,,
1445970051,Player,B77W,957,is,at,point:,12,180,,,,,
1445970051,Player,Zammi,1001,has,attacked,a,"mob,",player,hp:80,,,,
1445970052,Player,Zammi,1001,has,attacked,a,"mob,",player,hp:76,,,,
1445970052,Player,Lazarus,1092,is,at,point:,29,213,,,,,
1445970052,Player,Zammi,1001,has,attacked,a,"mob,",player,hp:74,,,,
1445970053,Player,chenzo,842,is,at,point:,72,192,,,,,
1445970053,Player,Zammi,1001,has,attacked,a,"mob,",player,hp:72,,,,
1445970054,Player,Zammi,1001,has,attacked,a,"mob,",player,hp:70,,,,
1445970055,Player,Zero,856,has,attacked,a,"mob,",player,hp:80,,,,
1445970055,Player,Zammi,1001,has,attacked,a,"mob,",player,hp:65,,,,
1445970056,Player,Zero,856,has,attacked,a,"mob,",player,hp:80,,,,
1445970056,Player,Zammi,1001,has,attacked,a,"mob,",player,hp:59,,,,
1445970056,Player,Lazarus,1092,is,at,point:,43,217,,,,,
1445970056,Player,B77W,957,has,attacked,a,"mob,",player,hp:80,,,,
1445970056,Player,B77W,957,has,killed,bat,78161,at,point:,9,178,,
1445970056,Player,Nicey,813,is,at,point:,10,180,,,,,
1445970056,Player,Zero,856,has,attacked,a,"mob,",player,hp:73,,,,
1445970057,Player,BOB,879,has,attacked,a,"mob,",player,hp:75,,,,
1445970057,Player,Zero,856,has,attacked,a,"mob,",player,hp:70,,,,
1445970057,Player,BOB,879,has,attacked,a,"mob,",player,hp:75,,,,
1445970058,Player,Zero,856,has,attacked,a,"mob,",player,hp:71,,,,
1445970058,Player,BOB,879,has,attacked,a,"mob,",player,hp:75,,,,
1445970058,Player,Lazarus,1092,is,at,point:,43,229,,,,,
1445970059,Player,Zero,856,has,attacked,a,"mob,",player,hp:67,,,,
1445970059,Player,BOB,879,has,attacked,a,"mob,",player,hp:72,,,,
1445970059,Player,BOB,879,has,killed,crab,11171,at,point:,48,279,,
1445970059,Player,chenzo,842,is,at,point:,56,182,,,,,
1445970060,Player,Zero,856,has,attacked,a,"mob,",player,hp:69,,,,
1445970060,Player,chenzo,842,is,at,point:,57,182,,,,,
1445970061,Player,Zero,856,has,attacked,a,"mob,",player,hp:70,,,,
1445970061,Player,Zero,856,has,attacked,a,"mob,",player,hp:69,,,,
1445970061,Player,Lomad,1052,is,at,point:,40,204,,,,,
1445970062,Player,Zaomond,1070,is,at,point:,41,204,,,,,
1445970062,Player,BOB,879,has,attacked,a,"mob,",player,hp:78,,,,
1445970062,Player,Zero,856,has,attacked,a,"mob,",player,hp:59,,,,
1445970062,Player,B77W,957,has,attacked,a,"mob,",player,hp:80,,,,
1445970062,Player,Lazarus,1092,is,at,point:,45,241,,,,,
1445970063,Player,chenzo,842,is,at,point:,56,181,,,,,
1445970063,Player,chenzo,842,has,attacked,a,"mob,",player,hp:80,,,,
1445970063,Player,BOB,879,has,attacked,a,"mob,",player,hp:78,,,,
1445970063,Player,Zaomond,1070,is,at,point:,43,205,,,,,
1445970063,Player,Zero,856,has,attacked,a,"mob,",player,hp:58,,,,
1445970063,Player,B77W,957,has,attacked,a,"mob,",player,hp:78,,,,
1445970064,Player,chenzo,842,has,attacked,a,"mob,",player,hp:77,,,,
1445970064,Player,BOB,879,has,attacked,a,"mob,",player,hp:72,,,,
1445970064,Player,Zero,856,has,attacked,a,"mob,",player,hp:57,,,,
1445970064,Player,B77W,957,has,attacked,a,"mob,",player,hp:71,,,,
1445970064,Player,Zammi,1001,has,attacked,a,"mob,",player,hp:77,,,,
1445970064,Player,BOB,879,has,attacked,a,"mob,",player,hp:71,,,,
1445970064,Player,BOB,879,has,killed,crab,11172,at,point:,36,281,,
1445970064,Player,chenzo,842,is,at,point:,56,179,,,,,
1445970065,Player,B77W,957,has,attacked,a,"mob,",player,hp:67,,,,
1445970065,Player,Zero,856,has,attacked,a,"mob,",player,hp:59,,,,
1445970065,Player,Zero,856,has,killed,goblin,74175,at,point:,14,263,,
1445970065,Player,Zammi,1001,has,attacked,a,"mob,",player,hp:80,,,,
1445970065,Player,Lomad,1052,is,at,point:,42,205,,,,,
1445970065,Player,Zaomond,1070,is,at,point:,42,217,,,,,
1445970065,Player,B77W,957,has,attacked,a,"mob,",player,hp:66,,,,
1445970066,Player,Zammi,1001,has,attacked,a,"mob,",player,hp:80,,,,
1445970066,Player,B77W,957,is,at,point:,16,168,,,,,
1445970067,Player,chenzo,842,has,attacked,a,"mob,",player,hp:66,,,,
1445970067,Player,Lazarus,1092,has,left,the,game,at,point:,127,299,,
1445970067,Player,Brarro,1029,is,at,point:,42,228,,,,,
1445970068,Player,BOB,879,is,at,point:,42,289,,,,,
1445970068,Player,Zammi,1001,has,attacked,a,"mob,",player,hp:80,,,,
1445970069,Player,chenzo,842,has,attacked,a,"mob,",player,hp:60,,,,
1445970069,Player,Lomad,1052,is,at,point:,43,217,,,,,
1445970071,Player,BOB,879,has,attacked,a,"mob,",player,hp:80,,,,
1445970071,Player,chenzo,842,has,attacked,a,"mob,",player,hp:44,,,,
1445970071,Player,Zammi,1001,has,attacked,a,"mob,",player,hp:80,,,,
1445970071,Player,BOB,879,has,attacked,a,"mob,",player,hp:78,,,,
1445970071,Player,chenzo,842,has,attacked,a,"mob,",player,hp:40,,,,
1445970072,Player,Zammi,1001,has,attacked,a,"mob,",player,hp:74,,,,
1445970072,Player,BOB,879,has,attacked,a,"mob,",player,hp:80,,,,
1445970072,Player,BOB,879,has,killed,crab,11771,at,point:,38,291,,
1445970072,Player,chenzo,842,has,attacked,a,"mob,",player,hp:38,,,,
1445970073,Player,Lazarus,1092,has,left,the,game,at,point:,38,245,,
1445970073,Player,Zammi,1001,has,attacked,a,"mob,",player,hp:66,,,,
1445970073,Player,chenzo,842,has,attacked,a,"mob,",player,hp:32,,,,
1445970073,Player,Zero,856,is,at,point:,29,255,,,,,
1445970074,Player,Zammi,1001,has,attacked,a,"mob,",player,hp:60,,,,
1445970074,Player,chenzo,842,has,attacked,a,"mob,",player,hp:27,,,,
1445970074,Player,Zaomond,1070,has,attacked,a,"mob,",player,hp:80,,,,
1445970074,Player,B77W,957,has,left,the,game,at,point:,4,157,,
1445970075,Player,Zammi,1001,has,attacked,a,"mob,",player,hp:58,,,,
1445970075,Player,chenzo,842,has,attacked,a,"mob,",player,hp:25,,,,
1445970075,Player,chenzo,842,has,killed,bat,78165,at,point:,57,179,,
1445970075,Player,Meakith,has,logged,in,and,is,assigned,the,id,1199,point:41,221
1445970075,Player,BOB,879,has,attacked,a,"mob,",player,hp:80,,,,
1445970075,Player,Zaomond,1070,has,attacked,a,"mob,",player,hp:74,,,,
1445970075,Player,Zammi,1001,has,attacked,a,"mob,",player,hp:51,,,,
